MAL_ID|Name|Score|Genres|Type|Episodes|Aired|End|Producers|Licensors|Studios|Source|Duration|Rating|Ranked|Popularity|Members|Favorites|Watching|Completed|On-Hold|Dropped|Plan to Watch|Score-10|Score-9|Score-8|Score-7|Score-6|Score-5|Score-4|Score-3|Score-2|Score-1
1181|Hikyou Tanken Fam & Ihrlie|6.66|Action, Adventure, Comedy, Fantasy, Magic|OVA|4|6/25/1995|2/25/1996|Bandai Visual, animate Film, Movic, Nippon Columbia|ADV Films, Maiden Japan|Ajia-Do|Manga|30 min. per ep.|R+ - Mild Nudity|5078|5780|6664|13|225|3789|153|135|2362|83|153|495|929|667|355|100|36|15|4
1182|Shamanic Princess|6.64|Action, Fantasy, Magic, Romance|OVA|6|6/25/1996|6/25/1998|Bandai Visual, animate Film, Movic|Media Blasters, Central Park Media|Triangle Staff|Original|30 min. per ep.|PG-13 - Teens 13 or older|5207|4907|9978|49|341|5094|327|382|3834|220|311|671|946|852|538|277|74|38|27
1183|Variable Geo|5.62|Action, Ecchi, Martial Arts, Shounen, Super Power|OVA|3|11/29/1996|6/27/1997|KSS|ADV Films|Chaos Project|Game|30 min. per ep.|R+ - Mild Nudity|9398|7368|3607|5|159|1891|97|134|1326|46|37|98|262|334|285|176|112|54|30
1184|Lost Universe|7.03|Adventure, Comedy, Drama, Sci-Fi, Shounen, Space|TV|26|4/3/1998|9/25/1998|SoftX, Studio Tulip|ADV Films, Nozomi Entertainment|E&G Films|Light novel|22 min. per ep.|PG-13 - Teens 13 or older|3534|4300|13834|48|624|7258|816|784|4352|339|530|1160|1850|1057|589|196|74|32|18
1185|Battle Athletess Daiundoukai|6.5|Action, Comedy, Ecchi, Sci-Fi, Shounen, Space, Sports|OVA|6|5/25/1997|6/25/1998|TV Tokyo, Genco, Pioneer LDC|Geneon Entertainment USA|AIC|Original|32 min. per ep.|PG-13 - Teens 13 or older|5877|6626|4712|8|159|2537|134|202|1680|69|110|268|550|401|244|106|39|28|16
1186|Battle Athletess Daiundoukai (TV)|6.9|Action, Sci-Fi, Adventure, Comedy, Sports, Drama, School, Shounen|TV|26|10/3/1997|3/27/1998|TV Tokyo, Genco, Pioneer LDC|Geneon Entertainment USA|AIC|Original|22 min. per ep.|PG - Children|4008|5610|7155|33|271|3521|307|420|2636|140|265|531|821|483|283|114|52|28|25
1187|DNA² OVA|6.57|Comedy, Drama, Sci-Fi|OVA|3|2/21/1995|6/25/1995|Bandai Visual, Movic|Central Park Media, Discotek Media|Madhouse|Manga|23 min. per ep.|PG-13 - Teens 13 or older|5535|4700|11212|8|169|8635|187|101|2120|291|403|979|1667|1427|739|336|152|62|46
1188|Momoiro Sisters|6.14|Comedy, Slice of Life|TV|24|8/25/1998|10/5/1998|||Studio Deen|4-koma manga|6 min. per ep.|PG-13 - Teens 13 or older|7629|8665|2144|1|91|960|69|123|901|15|33|81|159|205|117|62|33|9|8
1189|Eden's Bowy|6.52|Action, Adventure, Fantasy, Romance, Sci-Fi|TV|26|4/6/1999|9/24/1999|Bandai Visual, Sotsu, TV Tokyo Music||Studio Deen|Manga|24 min. per ep.|PG-13 - Teens 13 or older|5770|6174|5609|6|251|2700|348|402|1908|68|126|332|621|464|308|146|46|23|28
1191|Saber Marionette J Again|7.23|Action, Sci-Fi, Harem, Comedy, Romance, Mecha|OVA|6|11/25/1997|6/25/1998|Bandai Visual|Bandai Entertainment|Hal Film Maker|Novel|27 min. per ep.|PG-13 - Teens 13 or older|2627|4877|10122|23|200|7705|189|138|1890|382|633|1284|1652|913|369|124|33|18|6
1192|Kakurenbo|6.76|Horror, Psychological, Supernatural|Movie|1|9/1/2004|||Central Park Media|Yamato Works|Original|25 min.|PG-13 - Teens 13 or older|4620|2852|32392|106|402|22891|243|182|8674|991|1621|3346|4630|3198|1886|963|380|258|149
1193|Happy Seven: The TV Manga|6.31|Comedy, Magic, Fantasy, School|TV|13|10/2/2005|12/25/2005|Trinet Entertainment, Three Fat Samurai||Studio Hibari|Light novel|24 min. per ep.|PG - Children|6837|6698|4592|7|236|1903|228|312|1913|61|74|168|338|365|272|97|51|28|22
1194|Coyote Ragtime Show|6.65|Action, Adventure, Comedy, Mecha, Sci-Fi, Shounen|TV|12|7/4/2006|9/19/2006|KlockWorx, Studio Mausu, Toshiba Entertainment|ADV Films, Funimation|ufotable|Original|24 min. per ep.|PG-13 - Teens 13 or older|5148|3840|17933|32|771|9204|979|1284|5695|263|550|1362|2291|1612|952|444|173|72|48
1195|Zero no Tsukaima|7.33|Action, Adventure, Harem, Comedy, Magic, Romance, Ecchi, Fantasy, School|TV|13|7/3/2006|9/25/2006|Genco, Media Factory, Shochiku, Bushiroad, Happinet Pictures|Funimation, Sentai Filmworks, Geneon Entertainment USA|J.C.Staff|Light novel|23 min. per ep.|PG-13 - Teens 13 or older|2198|147|651195|7932|18814|501416|10766|17962|102237|36950|49515|91302|102945|51897|25721|11409|4686|2640|2005
1196|Masuda Kousuke Gekijou Gag Manga Biyori|7.21|Comedy, Parody|TV|12|2/7/2005|4/25/2005|Bandai Visual, SKY Perfect Well Think, Kids Station, DAX Production||Artland|Manga|5 min. per ep.|PG-13 - Teens 13 or older|2751|5377|7917|56|273|3700|274|326|3344|317|399|649|734|399|238|101|54|35|43
1198|Tsuyokiss|6.6|Comedy, Romance, School, Slice of Life|TV|12|7/2/2006|9/17/2006|Three Fat Samurai, Sol Blade||Trinet Entertainment, Studio Hibari|Visual novel|25 min. per ep.|PG-13 - Teens 13 or older|5398|3888|17462|21|738|9237|643|876|5968|276|440|1108|2034|1669|930|352|142|63|56
1199|Nintama Rantarou|7.03|Comedy, Kids|TV||4/10/1993||NHK||Ajia-Do|Manga|10 min.|G - All Ages|3517|6359|5279|67|1438|1|823|1209|1808|209|202|311|515|315|129|41|21|9|34
1200|Gun-dou Musashi|5.8|Adventure, Samurai, Fantasy|TV|26|4/9/2006|10/8/2006|TBS||ACC Production|Original|24 min. per ep.|PG-13 - Teens 13 or older|8847|5971|6121|15|308|810|309|638|4056|182|25|61|112|109|105|71|78|99|182
1202|Ar Tonelico: Sekai no Owari de Utai Tsuzukeru Shoujo|6.16|Action, Adventure, Fantasy, Magic, Sci-Fi|OVA|1|3/22/2006||Banpresto||Trans Arts|Game|24 min.|PG-13 - Teens 13 or older|7509|4492|12384|18|208|8738|140|136|3162|223|320|756|1436|1545|1119|542|223|108|65
1203|Nitaboh|7.35|Historical, Music|Movie|1|2/21/2004||WAO World||||1 hr. 39 min.|PG - Children|2119|5510|7494|13|161|3467|104|83|3679|203|380|790|776|379|172|47|26|8|6
1204|Kujira no Chouyaku|6.66|Drama, Fantasy, Kids|Movie|1|11/14/1998||Bandai Visual, Ai ga areba Daijobu||Tamura Shigeru Studio|Original|22 min.|G - All Ages|5106|5673|6996|24|125|3932|59|59|2821|154|232|526|787|672|399|136|63|26|35
1205|Aru Tabibito no Nikki|7.13|Adventure, Fantasy|ONA|6|3/19/2003|6/4/2003|Robot Communications|||Original|3 min. per ep.|G - All Ages|3074|3487|22010|112|358|12717|273|211|8451|906|1275|2067|2607|1697|970|292|163|70|69
1206|Ihatov Gensou: Kenji no Haru|7.2|Drama, Historical, Slice of Life|Movie|1|12/14/1996|||Tokyopop|Group TAC|Novel|56 min.|PG - Children|2769|5947|6155|26|137|2694|78|72|3174|179|272|472|552|314|162|52|31|13|13
1207|Wata no Kuni Hoshi|6.88|Drama, Fantasy, Psychological, Romance, Shoujo|Movie|1|2/11/1984||||Mushi Production|Manga|1 hr. 36 min.|G - All Ages|4134|6900|4250|24|108|1984|65|66|2027|93|144|321|447|264|155|52|26|17|15
1208|Tatsu no Ko Tarou|6.83|Adventure, Historical, Demons, Supernatural, Fantasy|Movie|1|3/17/1979|||Discotek Media|Toei Animation|Novel|1 hr. 15 min.|G - All Ages|4330|7597|3295|7|70|1705|43|67|1410|88|101|258|359|253|125|40|30|18|9
1209|Nasu: Andalusia no Natsu|7.02|Action, Sports, Seinen|Movie|1|7/26/2003||VAP, Oh! Production, Tokuma Shoten, Asmik Ace, Nippon Television Network, Tokyu Recreation||Madhouse, Telecom Animation Film|Manga|47 min.|PG-13 - Teens 13 or older|3579|5476|7576|5|146|4372|83|74|2901|139|281|834|1146|619|269|81|24|17|14
1210|NHK ni Youkoso!|8.33|Comedy, Psychological, Drama, Romance|TV|24|7/10/2006|12/18/2006|NHK, Victor Entertainment|ADV Films, Funimation|Gonzo|Novel|24 min. per ep.|R+ - Mild Nudity|204|203|550365|21311|29458|304696|23658|15615|176938|51981|74856|73733|39374|13860|5718|2445|918|499|601
1211|Macross Plus Movie Edition|7.72|Action, Adventure, Mecha, Military, Romance, Sci-Fi, Space|Movie|1|10/7/1995||Studio Nue|Manga Entertainment|Triangle Staff|Original|1 hr. 55 min.|PG-13 - Teens 13 or older|984|4337|13496|74|270|9061|182|137|3846|834|1224|2001|1588|604|272|80|29|21|32
1212|Oban Star-Racers|7.51|Adventure, Mecha, Sci-Fi, Shounen|TV|26|4/12/2006|12/6/2006|Sav! The World Productions|Shout! Factory|Hal Film Maker|Original|25 min. per ep.|PG - Children|1554|2482|42068|489|1290|27831|1265|1175|10507|2406|2962|5294|5827|2870|1351|353|138|49|50
1214|Binbou Shimai Monogatari|6.88|Slice of Life, Comedy, Drama, Seinen|TV|10|6/30/2006|9/15/2006|TV Asahi||Toei Animation|Manga|24 min. per ep.|G - All Ages|4108|3855|17826|26|694|7275|737|925|8195|320|494|1196|1724|1121|699|238|87|45|53
1215|Mobile Suit Gundam SEED C.E.73: Stargazer|7.15|Space, Mecha, Military, Sci-Fi|ONA|3|7/14/2006|9/29/2006|||Sunrise|Original|15 min. per ep.|PG-13 - Teens 13 or older|3003|3658|19988|50|310|14981|287|243|4167|635|1171|2654|3550|1783|793|230|88|49|35
1216|Boku wa Konomama Kaeranai|5.51|Drama, Romance, Shounen Ai|OVA|1|6/21/1994||Soft Garage|Media Blasters|J.C.Staff|Manga|30 min.|PG-13 - Teens 13 or older|9657|5187|8643|5|106|6525|63|125|1824|105|122|322|695|1039|1110|547|266|184|127
1217|Seikimatsu★Darling|6.37|Comedy, Romance, Drama, Shounen Ai|OVA|1|2/16/1996||Horannabi|||Manga|30 min.|PG-13 - Teens 13 or older|6546|5678|6986|6|94|5153|45|101|1593|165|208|477|852|863|513|235|91|54|58
1218|Tonagura!|6.73|Comedy, Drama, Ecchi, Romance, School|TV|13|7/9/2006|10/1/2006|Starchild Records||Daume|Manga|24 min. per ep.|PG-13 - Teens 13 or older|4743|2468|42469|47|1527|27752|1198|1787|10205|905|1687|3603|6344|4492|2354|985|379|236|153
1219|Chocotto Sister|6.79|Comedy, Drama, Romance, Ecchi|TV|24|7/12/2006|12/20/2006|||Nomad|Manga|24 min. per ep.|R+ - Mild Nudity|4472|3755|18727|36|1073|8996|1293|1640|5725|366|629|1426|2225|1547|900|409|159|108|83
1220|Hoshizora Kiseki|5.8|Romance, Sci-Fi|ONA|1|7/21/2006|||Sentai Filmworks|CoMix Wave Films|Original|27 min.|PG-13 - Teens 13 or older|8844|4819|10490|4|222|5927|127|123|4091|83|150|421|882|1134|897|484|234|138|50
1221|Demashita! Powerpuff Girls Z|6.35|Action, Comedy, Magic, School, Sci-Fi, Shoujo, Slice of Life, Super Power|TV|52|7/1/2006|6/30/2007|TV Tokyo, Aniplex, Sony Music Entertainment||Toei Animation|Other|25 min. per ep.|PG - Children|6637|3250|25329|151|1420|11661|2105|3820|6323|680|621|1356|2629|2422|1771|864|560|335|229
1222|Bokura ga Ita|7.31|Slice of Life, Drama, Romance, Shoujo|TV|26|7/4/2006|12/26/2006|Marvelous, Pony Canyon, Delfi Sound||Artland|Manga|25 min. per ep.|PG-13 - Teens 13 or older|2295|759|196379|2145|9282|107584|8541|12417|58555|9141|12416|19887|21884|12458|6556|3149|1310|844|721
1223|Ame to Shoujo to Watashi no Tegami|5.81|Shoujo|ONA|1|2/14/2005||||||6 min.|G - All Ages|8793|5270|8311|4|75|6386|57|76|1717|57|163|499|973|1222|996|469|222|119|104
1224|Aquarian Age: Sign for Evolution|6.12|Action, Sci-Fi, Adventure, Music, Super Power, Supernatural, Romance, Fantasy, Shounen|TV|13|1/11/2002|3/29/2002|Broccoli|ADV Films|Madhouse|Card game|24 min. per ep.|PG-13 - Teens 13 or older|7679|4575|11838|17|462|5422|536|827|4591|104|197|454|945|1006|755|358|141|79|61
1225|3x3 Eyes: Seima Densetsu|6.97|Action, Adventure, Horror, Demons, Romance, Fantasy|OVA|3|7/25/1995|6/25/1996|Toei Animation, Bandai Visual, Kodansha|Geneon Entertainment USA|Studio Junio|Manga|45 min. per ep.|R - 17+ (violence & profanity)|3730|4491|12438|46|254|8860|222|178|2924|357|624|1371|1941|1141|611|209|71|37|25
1226|Seihou Tenshi Angel Links|5.96|Action, Adventure, Space, Comedy, Romance, Drama, Sci-Fi|TV|13|4/7/1999|6/30/1999||Funimation, Bandai Entertainment|Sunrise|Novel|24 min. per ep.|PG-13 - Teens 13 or older|8369|5534|7429|5|340|3144|289|454|3202|69|90|202|591|608|475|238|141|65|34
1227|Shuten Douji|5.74|Space, Supernatural, Demons, Historical, Horror, Sci-Fi, Shounen|OVA|4|12/21/1989|12/21/1991|Dynamic Planning|ADV Films|Studio Signal|Manga|50 min. per ep.|R+ - Mild Nudity|9036|8310|2488|4|142|943|65|113|1225|21|21|72|170|166|149|78|41|36|22
1228|Chivas 1-2-3|6.01|Action, Comedy, Ecchi, Fantasy, Supernatural|OVA|2|8/21/1999|9/21/1999|Teichiku Entertainment|ADV Films|Daume|Manga|27 min. per ep.|R - 17+ (violence & profanity)|8180|7802|3024|2|106|1701|64|76|1077|47|47|114|286|319|245|111|43|32|18
1230|Innocent Venus|6.84|Adventure, Drama, Mecha, Military, Sci-Fi|TV|12|7/27/2006|10/26/2006|Bandai Visual|ADV Films|Brain's Base|Original|23 min. per ep.|PG-13 - Teens 13 or older|4267|3326|24328|60|980|11983|1113|1131|9121|434|840|1952|2904|1887|1070|450|157|77|45
1231|Saber Marionette J to X|7.3|Action, Adventure, Comedy, Harem, Mecha, Sci-Fi|TV|26|10/6/1998|3/30/1999|TV Tokyo, Sotsu|Bandai Entertainment|Hal Film Maker||25 min. per ep.|PG-13 - Teens 13 or older|2344|4485|12476|44|305|9036|380|385|2370|552|822|1584|1877|931|484|155|53|32|16
1232|Saber Marionette R|6.6|Action, Comedy, Harem, Mecha, Sci-Fi|OVA|3|5/24/1995|9/25/1995|Bandai Visual|Bandai Entertainment, Media Blasters|Zero-G Room||30 min. per ep.|PG-13 - Teens 13 or older|5356|5686|6930|8|139|4675|134|142|1840|155|240|517|835|732|414|181|64|37|14
1233|Aozora Shoujo-tai|6.51|Action, Comedy, Military, Romance, Shounen|OVA|7|10/21/1994|8/21/1996||ADV Films|Studio Fantasia|Manga|28 min. per ep.|R+ - Mild Nudity|5850|5938|6218|13|243|3191|199|248|2337|81|153|343|726|612|340|130|68|19|16
1234|Hand Maid Mai|6.05|Comedy, Ecchi, Romance, Sci-Fi|OVA|1|1/18/2003||Lantis||Tokyo Kids|Original|25 min.|PG-13 - Teens 13 or older|8047|7341|3647|1|108|2304|102|109|1024|41|62|159|337|375|240|123|58|42|21
1235|I''s Pure Bonus|6.48|Ecchi, Comedy, Romance|Special|5|12/18/2005|7/22/2006||VIZ Media|Studio Pierrot|Manga|1 min. per ep.|R+ - Mild Nudity|5992|6037|5917|2|103|4309|117|94|1294|158|230|444|809|683|433|170|102|51|33
1236|SF Saiyuuki Starzinger|6.95|Adventure, Mecha, Sci-Fi, Shounen, Space|TV|73|4/2/1978|8/26/1979|||Toei Animation|Original|25 min. per ep.|G - All Ages|3819|8730|2089|21|132|763|178|213|803|73|83|120|177|134|76|29|11|5|9
1237|One Piece: Oounabara ni Hirake! Dekkai Dekkai Chichi no Yume!|7.29|Action, Adventure, Comedy, Fantasy, Shounen, Super Power|Special|1|4/6/2003||||Toei Animation|Manga|46 min.|PG-13 - Teens 13 or older|2394|3290|24850|20|368|19103|271|186|4922|1313|1097|2536|3943|1871|821|193|92|38|40
1238|One Piece: Mamore! Saigo no Dai Butai|7.38|Adventure, Comedy, Fantasy, Shounen|Special|1|12/14/2003||||Toei Animation|Manga|45 min.|PG-13 - Teens 13 or older|1982|3350|23763|8|350|18063|254|187|4909|1356|1200|2492|3516|1680|710|198|65|39|37
1239|Bishoujo Senshi Sailor Moon SuperS|7.59|Drama, Magic, Romance, Shoujo|TV|39|3/4/1995|3/2/1996|TV Asahi|VIZ Media, Geneon Entertainment USA|Toei Animation|Manga|24 min. per ep.|PG-13 - Teens 13 or older|1297|1528|90211|539|2356|70299|1874|1187|14495|7681|7056|10504|12197|6218|2830|933|278|145|111
1240|Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki|7.54|Drama, Magic, Shoujo|Movie|1|12/23/1995|||VIZ Media|Toei Animation, Production Reed|Manga|1 hr.|PG-13 - Teens 13 or older|1440|2774|33948|74|320|28161|261|180|5026|2954|2633|3835|4911|2501|1145|335|102|46|51
1241|Mobile Suit Gundam SEED Destiny Final Plus: The Chosen Future|7.43|Drama, Mecha, Military, Sci-Fi, Space|OVA|1|12/25/2005||Mainichi Broadcasting System|Bandai Entertainment|Sunrise|Original|47 min.|R - 17+ (violence & profanity)|1815|3605|20576|57|262|16339|164|154|3657|1469|1794|2740|2767|1313|639|358|159|115|97
1243|Night Head Genesis|6.78|Sci-Fi, Mystery, Psychological, Supernatural, Drama|TV|24|6/17/2006|12/31/2006|Actas, HoriPro, Four Some|Media Blasters|Bee Media|Manga|24 min. per ep.|R - 17+ (violence & profanity)|4512|3199|26173|60|1511|9921|1837|2287|10617|492|838|1678|2450|1750|1077|550|231|128|109
1244|Ankoku Shindenshou Takegami|5.61|Action, Mecha, Supernatural, Drama, Sci-Fi|OVA|3|3/23/1990|1/24/1992||Central Park Media|J.C.Staff|Original|43 min. per ep.|R - 17+ (violence & profanity)|9386|9126|1769|3|82|731|50|91|815|15|18|35|93|134|119|79|41|18|13
1245|Shihaisha no Tasogare|5.83|Action, Sci-Fi, Horror, Demons, Supernatural, Drama, Shoujo|OVA|1|1/21/1998||Toei Video|Urban Vision|Madhouse, Production Reed|Manga|50 min.|R+ - Mild Nudity|8727|5560|7316|15|201|4078|89|72|2876|70|124|300|652|721|594|350|163|76|48
1246|Yuugo: Koushounin|7.13|Action, Military, Mystery, Psychological, Drama, Seinen|TV|13|2/24/2004|5/25/2004|G&G Entertainment|ADV Films|Artland|Manga|24 min. per ep.|R - 17+ (violence & profanity)|3071|4869|10113|28|427|3526|375|518|5267|178|323|738|877|473|259|93|52|17|24
1247|Project BLUE Chikyuu SOS|6.67|Sci-Fi, Adventure, Comedy, Shounen|TV|6|7/2/2006|12/3/2006||ADV Films, Funimation|A.C.G.T.||45 min. per ep.|PG-13 - Teens 13 or older|5054|7861|2956|5|130|1140|163|188|1335|31|81|169|285|214|109|46|21|5|6
1248|Zone of the Enders: 2167 Idolo|6.9|Action, Space, Mecha, Romance, Military, Drama, Sci-Fi|OVA|1|2/21/2001||AT-X|ADV Films|Sunrise|Game|55 min.|PG-13 - Teens 13 or older|4026|5394|7878|11|158|4885|110|104|2621|154|286|757|1169|720|365|101|46|14|6
1249|Zone of the Enders: Dolores, I|6.96|Action, Adventure, Space, Comedy, Mecha, Military, Sci-Fi|TV|26|4/7/2001|9/29/2001|AT-X, TV Tokyo Music|ADV Films|Sunrise|Game|24 min. per ep.|PG-13 - Teens 13 or older|3767|4881|10097|33|417|4463|478|511|4228|166|316|757|1180|612|331|135|61|30|19
1250|Erementar Gerad|7.3|Adventure, Comedy, Super Power, Magic, Romance, Fantasy, Shounen|TV|26|4/5/2005|9/27/2005|TV Tokyo, Geneon Universal Entertainment, Sotsu, Victor Entertainment|Funimation, Discotek Media, Geneon Entertainment USA|Xebec|Manga|24 min. per ep.|PG-13 - Teens 13 or older|2325|1587|85305|497|3647|51887|4082|4442|21247|3279|4969|9868|11831|6331|3267|1125|386|158|103
1251|Fushigi no Umi no Nadia|7.54|Adventure, Comedy, Historical, Romance, Sci-Fi|TV|39|4/13/1990|4/12/1991|NHK, Sogo Vision|ADV Films, Sentai Filmworks|Gainax|Original|25 min. per ep.|PG-13 - Teens 13 or older|1445|2270|49529|415|2679|18357|2494|1559|24440|1289|2354|4579|4234|1936|800|281|97|52|32
1252|Fushigi no Umi no Nadia: Original Movie|5.37|Action, Adventure, Drama, Historical, Mystery, Romance, Sci-Fi|Movie|1|6/29/1991||NHK||Gainax, Group TAC|Original|1 hr. 27 min.|PG-13 - Teens 13 or older|9997|5966|6129|0|139|3080|105|111|2694|69|87|192|308|436|374|287|204|143|116
1253|Saint Seiya: Meiou Hades Meikai-hen|7.76|Action, Adventure, Demons, Fantasy, Sci-Fi, Shounen, Super Power|OVA|12|12/17/2005|2/6/2007|||Toei Animation|Manga|25 min. per ep.|PG-13 - Teens 13 or older|902|2556|39785|184|705|33138|523|368|5051|3829|4265|7178|5707|2378|1055|395|138|61|64
1254|Saint Seiya|7.77|Adventure, Fantasy, Sci-Fi, Shounen|TV|114|10/11/1986|4/1/1989||ADV Films, DiC Entertainment, Flatiron Film Company|Toei Animation|Manga|24 min. per ep.|PG-13 - Teens 13 or older|874|1026|144978|4281|9540|93646|7729|7527|26536|13319|12942|21154|18730|8364|3689|1383|586|254|205
1255|Saint Seiya: Shinku no Shounen Densetsu|7.23|Adventure, Fantasy, Sci-Fi, Shounen|Movie|1|7/23/1988|||Discotek Media|Toei Animation||1 hr. 15 min.|PG-13 - Teens 13 or older|2660|4370|13287|29|167|10601|123|101|2295|874|861|1523|2220|1139|570|220|94|33|24
1256|Saint Seiya: Jashin Eris|6.83|Adventure, Sci-Fi, Shounen|Movie|1|7/18/1987|||Discotek Media|Toei Animation||45 min.|PG-13 - Teens 13 or older|4296|4062|15762|15|182|13003|123|101|2353|785|721|1529|2734|1967|972|412|149|73|30
1257|Saint Seiya: Meiou Hades Juuni Kyuu-hen|8.06|Adventure, Sci-Fi, Shounen|OVA|13|11/9/2002|7/25/2003|||Toei Animation|Manga|25 min. per ep.|PG-13 - Teens 13 or older|466|2385|45191|373|897|37673|515|490|5616|5375|6092|8415|5424|2009|729|258|91|42|64
1258|Saint Seiya: Kamigami no Atsuki Tatakai|6.91|Adventure, Sci-Fi, Shounen|Movie|1|3/12/1988|||Discotek Media|Toei Animation||45 min.|PG-13 - Teens 13 or older|3967|4256|14133|20|168|11369|124|104|2368|710|694|1385|2405|1613|777|313|118|60|32
1259|Saint Seiya: Tenkai-hen Josou - Overture|7.23|Adventure, Sci-Fi, Shounen|Movie|1|2/14/2004||Shueisha||Toei Animation|Manga|1 hr. 20 min.|PG-13 - Teens 13 or older|2662|3716|19464|56|222|15420|164|134|3524|1368|1468|2424|2988|1666|882|455|156|91|61
1260|Saint Seiya: Saishuu Seisen no Senshi-tachi|6.81|Adventure, Sci-Fi, Shounen|Movie|1|3/18/1989|||Discotek Media|Toei Animation||45 min.|PG-13 - Teens 13 or older|4390|4386|13156|14|175|10425|117|109|2330|684|639|1232|2060|1372|789|370|170|93|43
1261|Kyattou Ninden Teyandee|7.05|Action, Comedy, Mecha, Super Power, Sci-Fi, Shounen|TV|54|2/1/1990|2/12/1991|Sotsu, Studio Nue, Dongyang Animation|Discotek Media, Saban Entertainment|Tatsunoko Production|Original|24 min. per ep.|G - All Ages|3467|4747|10845|62|394|5441|762|1170|3078|379|452|886|1410|870|457|195|79|41|36
1262|Macross II: Lovers Again|6.33|Adventure, Space, Mecha, Military, Sci-Fi, Shounen|OVA|6|5/21/1992|11/21/1992|Bandai Visual, Mainichi Broadcasting System, Big West, Hero Communication, Shogakukan|Manga Entertainment|AIC|Original|24 min. per ep.|PG-13 - Teens 13 or older|6742|4893|9998|22|211|6666|183|157|2781|167|285|696|1327|1185|778|362|143|65|38
1264|Yoroiden Samurai Troopers|7.08|Adventure, Samurai, Sci-Fi, Shounen|TV|39|4/30/1988|3/4/1989||Bandai Entertainment, Discotek Media|Sunrise|Original|23 min. per ep.|PG-13 - Teens 13 or older|3317|4098|15621|167|533|10110|787|884|3307|606|840|1682|2566|1331|732|261|106|47|24
1265|Yoroiden Samurai Troopers Gaiden|6.61|Adventure, Fantasy, Samurai, Shounen|OVA|2|4/30/1989|6/1/1989||Bandai Entertainment, Discotek Media|Sunrise||25 min. per ep.|PG-13 - Teens 13 or older|5343|8324|2447|8|66|1452|38|58|833|77|66|152|276|190|142|42|15|11|9
1266|Yoroiden Samurai Troopers Kikoutei Densetsu|6.57|Adventure, Samurai, Fantasy, Shounen|OVA|4|10/8/1989|1/11/1990||Bandai Entertainment, Discotek Media|Sunrise||30 min. per ep.|PG-13 - Teens 13 or older|5526|8677|2110|6|60|1212|38|52|748|54|65|122|235|156|116|44|10|13|5
1267|Yoroiden Samurai Troopers Message|5.97|Adventure, Fantasy, Samurai, Shounen|OVA|5|3/21/1991|8/23/1991||Bandai Entertainment, Discotek Media|Sunrise||30 min. per ep.|PG-13 - Teens 13 or older|8321|8918|1936|5|57|1047|42|61|729|48|35|71|155|136|127|76|32|22|19
1268|Aquarian Age: Saga II - Don't Forget Me...|5.85|Action, Super Power, Drama|OVA|1|11/21/2003||Broccoli|Synch-Point|Madhouse|Card game|1 hr.|PG-13 - Teens 13 or older|8693|7754|3092|1|97|1440|93|90|1372|22|41|80|197|207|201|97|29|25|20
1269|Bio Hunter|5.94|Action, Demons, Horror|OVA|1|12/8/1995||BMG Japan|Urban Vision|Madhouse|Manga|58 min.|R+ - Mild Nudity|8393|4827|10389|9|272|6154|113|90|3760|93|137|460|1120|1199|890|412|207|109|57
1270|Black Magic M-66|6.38|Action, Military, Sci-Fi, Mecha|OVA|1|6/28/1987||Bandai Visual, Network|Maiden Japan|AIC, animate Film|Manga|48 min.|R - 17+ (violence & profanity)|6483|4617|11671|19|278|7144|107|86|4056|119|225|759|1607|1498|796|292|99|55|31
